text,size
criminal officer,1
criminal sterling,1
criminal wa,1
department decision,1
department mr,1
department officer,1
department said,1
department sterling,1
mr decision,1
mr officer,4
mr sterling,14
officer department,2
officer mr,9
officer said,1
officer sterling,9
officer wa,6
said decision,1
said department,1
said officer,4
sterling decision,1
sterling mr,3
sterling officer,4
wa mr,2
wa officer,3
wa sterling,2
